country,countryLabel,genderCategory,count
http://www.wikidata.org/entity/Q691,Papua New Guinea,Female,85
http://www.wikidata.org/entity/Q691,Papua New Guinea,Unknown / not stated,1
http://www.wikidata.org/entity/Q733,Paraguay,Male,1887
http://www.wikidata.org/entity/Q733,Paraguay,Female,254
http://www.wikidata.org/entity/Q733,Paraguay,Unknown / not stated,7
http://www.wikidata.org/entity/Q733,Paraguay,Non-binary or other,1
http://www.wikidata.org/entity/Q148,People's Republic of China,Female,7737
http://www.wikidata.org/entity/Q148,People's Republic of China,Male,19614
http://www.wikidata.org/entity/Q148,People's Republic of China,Unknown / not stated,1000
http://www.wikidata.org/entity/Q148,People's Republic of China,Non-binary or other,13
http://www.wikidata.org/entity/Q419,Peru,Male,5950
http://www.wikidata.org/entity/Q419,Peru,Female,1912
http://www.wikidata.org/entity/Q419,Peru,Unknown / not stated,11
http://www.wikidata.org/entity/Q419,Peru,Non-binary or other,6
http://www.wikidata.org/entity/Q928,Philippines,Male,4221
http://www.wikidata.org/entity/Q928,Philippines,Female,1742
http://www.wikidata.org/entity/Q928,Philippines,Unknown / not stated,90
http://www.wikidata.org/entity/Q928,Philippines,Non-binary or other,11
http://www.wikidata.org/entity/Q36,Poland,Male,62682
http://www.wikidata.org/entity/Q36,Poland,Female,15886
http://www.wikidata.org/entity/Q36,Poland,Unknown / not stated,999
http://www.wikidata.org/entity/Q36,Poland,Non-binary or other,8
http://www.wikidata.org/entity/Q45,Portugal,Male,9797
http://www.wikidata.org/entity/Q45,Portugal,Female,2446
http://www.wikidata.org/entity/Q45,Portugal,Unknown / not stated,33
http://www.wikidata.org/entity/Q45,Portugal,Non-binary or other,6
http://www.wikidata.org/entity/Q846,Qatar,Female,65
http://www.wikidata.org/entity/Q846,Qatar,Male,620
http://www.wikidata.org/entity/Q846,Qatar,Unknown / not stated,2
http://www.wikidata.org/entity/Q971,Republic of the Congo,Male,590
http://www.wikidata.org/entity/Q971,Republic of the Congo,Female,110
http://www.wikidata.org/entity/Q971,Republic of the Congo,Unknown / not stated,4
http://www.wikidata.org/entity/Q218,Romania,Male,17692
http://www.wikidata.org/entity/Q218,Romania,Female,5156
http://www.wikidata.org/entity/Q218,Romania,Unknown / not stated,88
http://www.wikidata.org/entity/Q218,Romania,Non-binary or other,2
http://www.wikidata.org/entity/Q159,Russia,Female,22724
http://www.wikidata.org/entity/Q159,Russia,Male,94771
http://www.wikidata.org/entity/Q159,Russia,Non-binary or other,18
http://www.wikidata.org/entity/Q159,Russia,Unknown / not stated,1256
http://www.wikidata.org/entity/Q1037,Rwanda,Male,344
http://www.wikidata.org/entity/Q1037,Rwanda,Female,186
http://www.wikidata.org/entity/Q1037,Rwanda,Unknown / not stated,22
http://www.wikidata.org/entity/Q1037,Rwanda,Non-binary or other,1
http://www.wikidata.org/entity/Q763,Saint Kitts and Nevis,Male,200
http://www.wikidata.org/entity/Q763,Saint Kitts and Nevis,Female,25
http://www.wikidata.org/entity/Q760,Saint Lucia,Male,145
http://www.wikidata.org/entity/Q760,Saint Lucia,Female,43
http://www.wikidata.org/entity/Q760,Saint Lucia,Unknown / not stated,5
http://www.wikidata.org/entity/Q757,Saint Vincent and the Grenadines,Female,25
http://www.wikidata.org/entity/Q757,Saint Vincent and the Grenadines,Male,143
http://www.wikidata.org/entity/Q757,Saint Vincent and the Grenadines,Unknown / not stated,1
http://www.wikidata.org/entity/Q683,Samoa,Male,375
http://www.wikidata.org/entity/Q683,Samoa,Female,45
http://www.wikidata.org/entity/Q683,Samoa,Non-binary or other,3
http://www.wikidata.org/entity/Q238,San Marino,Male,310
http://www.wikidata.org/entity/Q238,San Marino,Female,41
http://www.wikidata.org/entity/Q851,Saudi Arabia,Male,3043
http://www.wikidata.org/entity/Q851,Saudi Arabia,Female,353
http://www.wikidata.org/entity/Q851,Saudi Arabia,Non-binary or other,1
http://www.wikidata.org/entity/Q851,Saudi Arabia,Unknown / not stated,13
http://www.wikidata.org/entity/Q1041,Senegal,Male,1939
http://www.wikidata.org/entity/Q1041,Senegal,Female,450
http://www.wikidata.org/entity/Q1041,Senegal,Unknown / not stated,97
http://www.wikidata.org/entity/Q1041,Senegal,Non-binary or other,3
http://www.wikidata.org/entity/Q403,Serbia,Male,11290
http://www.wikidata.org/entity/Q403,Serbia,Female,3052
http://www.wikidata.org/entity/Q403,Serbia,Unknown / not stated,1475
http://www.wikidata.org/entity/Q403,Serbia,Non-binary or other,1
http://www.wikidata.org/entity/Q1042,Seychelles,Female,38
http://www.wikidata.org/entity/Q1042,Seychelles,Male,87
http://www.wikidata.org/entity/Q1042,Seychelles,Unknown / not stated,8
http://www.wikidata.org/entity/Q1044,Sierra Leone,Male,421
http://www.wikidata.org/entity/Q1044,Sierra Leone,Female,96
http://www.wikidata.org/entity/Q1044,Sierra Leone,Unknown / not stated,2
http://www.wikidata.org/entity/Q334,Singapore,Female,591
http://www.wikidata.org/entity/Q334,Singapore,Male,1410
http://www.wikidata.org/entity/Q334,Singapore,Unknown / not stated,37
http://www.wikidata.org/entity/Q334,Singapore,Non-binary or other,2
http://www.wikidata.org/entity/Q214,Slovakia,Male,14014
http://www.wikidata.org/entity/Q214,Slovakia,Female,3644
http://www.wikidata.org/entity/Q214,Slovakia,Unknown / not stated,256
http://www.wikidata.org/entity/Q214,Slovakia,Non-binary or other,4
http://www.wikidata.org/entity/Q215,Slovenia,Male,9943
http://www.wikidata.org/entity/Q215,Slovenia,Female,3335
http://www.wikidata.org/entity/Q215,Slovenia,Unknown / not stated,33
http://www.wikidata.org/entity/Q685,Solomon Islands,Male,142
http://www.wikidata.org/entity/Q685,Solomon Islands,Female,29
http://www.wikidata.org/entity/Q1045,Somalia,Male,501
http://www.wikidata.org/entity/Q1045,Somalia,Female,146
http://www.wikidata.org/entity/Q1045,Somalia,Unknown / not stated,6
http://www.wikidata.org/entity/Q258,South Africa,Male,9682
http://www.wikidata.org/entity/Q258,South Africa,Female,2732
http://www.wikidata.org/entity/Q258,South Africa,Non-binary or other,13
http://www.wikidata.org/entity/Q258,South Africa,Unknown / not stated,51
http://www.wikidata.org/entity/Q884,South Korea,Male,11580
http://www.wikidata.org/entity/Q884,South Korea,Female,5196
http://www.wikidata.org/entity/Q884,South Korea,Unknown / not stated,998
http://www.wikidata.org/entity/Q884,South Korea,Non-binary or other,5
http://www.wikidata.org/entity/Q958,South Sudan,Male,170
http://www.wikidata.org/entity/Q958,South Sudan,Female,50
http://www.wikidata.org/entity/Q29,Spain,Male,70225
http://www.wikidata.org/entity/Q29,Spain,Female,24439
http://www.wikidata.org/entity/Q29,Spain,Non-binary or other,75
http://www.wikidata.org/entity/Q29,Spain,Unknown / not stated,534
http://www.wikidata.org/entity/Q854,Sri Lanka,Male,2291
http://www.wikidata.org/entity/Q854,Sri Lanka,Female,473
http://www.wikidata.org/entity/Q854,Sri Lanka,Unknown / not stated,101
http://www.wikidata.org/entity/Q854,Sri Lanka,Non-binary or other,1
http://www.wikidata.org/entity/Q1049,Sudan,Male,565
http://www.wikidata.org/entity/Q1049,Sudan,Female,169
http://www.wikidata.org/entity/Q1049,Sudan,Unknown / not stated,4
http://www.wikidata.org/entity/Q1049,Sudan,Non-binary or other,2
http://www.wikidata.org/entity/Q730,Suriname,Male,927
http://www.wikidata.org/entity/Q730,Suriname,Female,221
http://www.wikidata.org/entity/Q730,Suriname,Unknown / not stated,21
http://www.wikidata.org/entity/Q34,Sweden,Female,10423
http://www.wikidata.org/entity/Q34,Sweden,Male,26332
http://www.wikidata.org/entity/Q34,Sweden,Unknown / not stated,29
http://www.wikidata.org/entity/Q34,Sweden,Non-binary or other,11
http://www.wikidata.org/entity/Q39,Switzerland,Male,21246
http://www.wikidata.org/entity/Q39,Switzerland,Female,6508
http://www.wikidata.org/entity/Q39,Switzerland,Unknown / not stated,489
http://www.wikidata.org/entity/Q39,Switzerland,Non-binary or other,9
http://www.wikidata.org/entity/Q858,Syria,Male,2862
http://www.wikidata.org/entity/Q858,Syria,Female,565
http://www.wikidata.org/entity/Q858,Syria,Unknown / not stated,38
http://www.wikidata.org/entity/Q1039,São Tomé and Príncipe,Male,95
http://www.wikidata.org/entity/Q1039,São Tomé and Príncipe,Female,26
http://www.wikidata.org/entity/Q865,Taiwan,Male,6320
http://www.wikidata.org/entity/Q865,Taiwan,Female,2526
http://www.wikidata.org/entity/Q865,Taiwan,Unknown / not stated,259
http://www.wikidata.org/entity/Q865,Taiwan,Non-binary or other,2
http://www.wikidata.org/entity/Q863,Tajikistan,Female,395
http://www.wikidata.org/entity/Q863,Tajikistan,Male,1361
http://www.wikidata.org/entity/Q863,Tajikistan,Unknown / not stated,509
http://www.wikidata.org/entity/Q924,Tanzania,Female,226
http://www.wikidata.org/entity/Q924,Tanzania,Male,638
http://www.wikidata.org/entity/Q924,Tanzania,Unknown / not stated,8
http://www.wikidata.org/entity/Q869,Thailand,Male,3338
http://www.wikidata.org/entity/Q869,Thailand,Female,1317
http://www.wikidata.org/entity/Q869,Thailand,Unknown / not stated,262
http://www.wikidata.org/entity/Q869,Thailand,Non-binary or other,4
http://www.wikidata.org/entity/Q778,The Bahamas,Male,337
http://www.wikidata.org/entity/Q778,The Bahamas,Female,103
http://www.wikidata.org/entity/Q778,The Bahamas,Unknown / not stated,3
http://www.wikidata.org/entity/Q1005,The Gambia,Male,493
http://www.wikidata.org/entity/Q1005,The Gambia,Female,106
http://www.wikidata.org/entity/Q945,Togo,Male,480
http://www.wikidata.org/entity/Q945,Togo,Female,126
http://www.wikidata.org/entity/Q945,Togo,Unknown / not stated,5
http://www.wikidata.org/entity/Q678,Tonga,Male,398
http://www.wikidata.org/entity/Q678,Tonga,Female,41
http://www.wikidata.org/entity/Q678,Tonga,Unknown / not stated,1
http://www.wikidata.org/entity/Q754,Trinidad and Tobago,Male,1077
http://www.wikidata.org/entity/Q754,Trinidad and Tobago,Female,318
http://www.wikidata.org/entity/Q754,Trinidad and Tobago,Unknown / not stated,11
http://www.wikidata.org/entity/Q754,Trinidad and Tobago,Non-binary or other,1
http://www.wikidata.org/entity/Q948,Tunisia,Male,3225
http://www.wikidata.org/entity/Q948,Tunisia,Female,681
http://www.wikidata.org/entity/Q948,Tunisia,Unknown / not stated,5
http://www.wikidata.org/entity/Q948,Tunisia,Non-binary or other,1
http://www.wikidata.org/entity/Q43,Turkey,Male,21102
http://www.wikidata.org/entity/Q43,Turkey,Female,4930
http://www.wikidata.org/entity/Q43,Turkey,Unknown / not stated,461
http://www.wikidata.org/entity/Q874,Turkmenistan,Male,741
http://www.wikidata.org/entity/Q874,Turkmenistan,Female,112
http://www.wikidata.org/entity/Q874,Turkmenistan,Unknown / not stated,18
http://www.wikidata.org/entity/Q672,Tuvalu,Male,70
http://www.wikidata.org/entity/Q672,Tuvalu,Female,5
http://www.wikidata.org/entity/Q1036,Uganda,Male,1703
http://www.wikidata.org/entity/Q1036,Uganda,Female,908
http://www.wikidata.org/entity/Q1036,Uganda,Unknown / not stated,8
http://www.wikidata.org/entity/Q1036,Uganda,Non-binary or other,1
http://www.wikidata.org/entity/Q212,Ukraine,Male,54837
http://www.wikidata.org/entity/Q212,Ukraine,Female,12633
http://www.wikidata.org/entity/Q212,Ukraine,Unknown / not stated,303
http://www.wikidata.org/entity/Q212,Ukraine,Non-binary or other,1
http://www.wikidata.org/entity/Q878,United Arab Emirates,Female,227
http://www.wikidata.org/entity/Q878,United Arab Emirates,Male,1070
http://www.wikidata.org/entity/Q878,United Arab Emirates,Unknown / not stated,3
http://www.wikidata.org/entity/Q145,United Kingdom,Female,24331
http://www.wikidata.org/entity/Q145,United Kingdom,Male,97682
http://www.wikidata.org/entity/Q145,United Kingdom,Non-binary or other,101
http://www.wikidata.org/entity/Q145,United Kingdom,Unknown / not stated,269
http://www.wikidata.org/entity/Q30,United States,Female,77426
http://www.wikidata.org/entity/Q30,United States,Male,251178
http://www.wikidata.org/entity/Q30,United States,Non-binary or other,548
http://www.wikidata.org/entity/Q30,United States,Unknown / not stated,2154
http://www.wikidata.org/entity/Q77,Uruguay,Female,2337
http://www.wikidata.org/entity/Q77,Uruguay,Male,8097
http://www.wikidata.org/entity/Q77,Uruguay,Unknown / not stated,20
http://www.wikidata.org/entity/Q77,Uruguay,Non-binary or other,4
http://www.wikidata.org/entity/Q265,Uzbekistan,Female,868
http://www.wikidata.org/entity/Q265,Uzbekistan,Male,3398
http://www.wikidata.org/entity/Q265,Uzbekistan,Unknown / not stated,455
http://www.wikidata.org/entity/Q686,Vanuatu,Male,159
http://www.wikidata.org/entity/Q686,Vanuatu,Female,21
http://www.wikidata.org/entity/Q237,Vatican City,Male,2
http://www.wikidata.org/entity/Q237,Vatican City,Female,1
http://www.wikidata.org/entity/Q717,Venezuela,Male,4660
http://www.wikidata.org/entity/Q717,Venezuela,Female,1665
http://www.wikidata.org/entity/Q717,Venezuela,Unknown / not stated,186
http://www.wikidata.org/entity/Q717,Venezuela,Non-binary or other,2
http://www.wikidata.org/entity/Q881,Vietnam,Male,3648
http://www.wikidata.org/entity/Q881,Vietnam,Unknown / not stated,929
http://www.wikidata.org/entity/Q881,Vietnam,Female,1290
http://www.wikidata.org/entity/Q881,Vietnam,Non-binary or other,1
http://www.wikidata.org/entity/Q805,Yemen,Male,633
http://www.wikidata.org/entity/Q805,Yemen,Female,93
http://www.wikidata.org/entity/Q805,Yemen,Unknown / not stated,3
http://www.wikidata.org/entity/Q805,Yemen,Non-binary or other,1
http://www.wikidata.org/entity/Q953,Zambia,Male,684
http://www.wikidata.org/entity/Q953,Zambia,Female,189
http://www.wikidata.org/entity/Q953,Zambia,Non-binary or other,1
http://www.wikidata.org/entity/Q953,Zambia,Unknown / not stated,6
http://www.wikidata.org/entity/Q954,Zimbabwe,Male,1367
http://www.wikidata.org/entity/Q954,Zimbabwe,Female,360
http://www.wikidata.org/entity/Q954,Zimbabwe,Unknown / not stated,8
http://www.wikidata.org/entity/Q21203,Aruba,Female,67
http://www.wikidata.org/entity/Q21203,Aruba,Male,152
http://www.wikidata.org/entity/Q21203,Aruba,Unknown / not stated,10
http://www.wikidata.org/entity/Q25228,Anguilla,Male,9
http://www.wikidata.org/entity/Q25228,Anguilla,Female,5
http://www.wikidata.org/entity/Q16641,American Samoa,Male,7
http://www.wikidata.org/entity/Q16641,American Samoa,Female,4
http://www.wikidata.org/entity/Q23635,Bermuda,Male,120
http://www.wikidata.org/entity/Q23635,Bermuda,Female,29
http://www.wikidata.org/entity/Q23635,Bermuda,Unknown / not stated,1
http://www.wikidata.org/entity/Q26988,Cook Islands,Female,37
http://www.wikidata.org/entity/Q26988,Cook Islands,Male,123
http://www.wikidata.org/entity/Q26988,Cook Islands,Unknown / not stated,1
http://www.wikidata.org/entity/Q25279,Curaçao,Male,237
http://www.wikidata.org/entity/Q25279,Curaçao,Female,54
http://www.wikidata.org/entity/Q25279,Curaçao,Unknown / not stated,5
http://www.wikidata.org/entity/Q25279,Curaçao,Non-binary or other,1
http://www.wikidata.org/entity/Q5785,Cayman Islands,Female,13
http://www.wikidata.org/entity/Q5785,Cayman Islands,Male,39
http://www.wikidata.org/entity/Q6250,Western Sahara,Male,26
http://www.wikidata.org/entity/Q6250,Western Sahara,Female,7
http://www.wikidata.org/entity/Q6250,Western Sahara,Unknown / not stated,1
http://www.wikidata.org/entity/Q9648,Falkland Islands,Male,21
http://www.wikidata.org/entity/Q9648,Falkland Islands,Female,10
http://www.wikidata.org/entity/Q4628,Faroe Islands,Male,531
http://www.wikidata.org/entity/Q4628,Faroe Islands,Female,109
http://www.wikidata.org/entity/Q4628,Faroe Islands,Unknown / not stated,5
http://www.wikidata.org/entity/Q25230,Guernsey,Male,64
http://www.wikidata.org/entity/Q25230,Guernsey,Female,16
http://www.wikidata.org/entity/Q223,Greenland,Female,101
http://www.wikidata.org/entity/Q223,Greenland,Male,259
http://www.wikidata.org/entity/Q223,Greenland,Unknown / not stated,2
http://www.wikidata.org/entity/Q8646,Hong Kong,Female,1
http://www.wikidata.org/entity/Q8646,Hong Kong,Male,1
http://www.wikidata.org/entity/Q9676,Isle of Man,Male,123
http://www.wikidata.org/entity/Q9676,Isle of Man,Female,54
http://www.wikidata.org/entity/Q9676,Isle of Man,Unknown / not stated,1
http://www.wikidata.org/entity/Q43448,British Indian Ocean Territory,Male,2
http://www.wikidata.org/entity/Q43448,British Indian Ocean Territory,Female,1
http://www.wikidata.org/entity/Q785,Q785,Female,13
http://www.wikidata.org/entity/Q785,Q785,Male,55
http://www.wikidata.org/entity/Q126125,Saint-Martin,Female,1
http://www.wikidata.org/entity/Q13353,Montserrat,Male,16
http://www.wikidata.org/entity/Q13353,Montserrat,Female,4
http://www.wikidata.org/entity/Q34020,Niue,Male,18
http://www.wikidata.org/entity/Q34020,Niue,Female,5
http://www.wikidata.org/entity/Q35672,Pitcairn Islands,Female,1
http://www.wikidata.org/entity/Q1183,Puerto Rico,Male,10
http://www.wikidata.org/entity/Q1183,Puerto Rico,Female,7
http://www.wikidata.org/entity/Q192184,"Saint Helena, Ascension and Tristan da Cunha",Female,2
http://www.wikidata.org/entity/Q26273,Sint Maarten,Male,19
http://www.wikidata.org/entity/Q26273,Sint Maarten,Female,5
http://www.wikidata.org/entity/Q18221,Turks and Caicos Islands,Female,1
http://www.wikidata.org/entity/Q574,Timor-Leste,Male,381
http://www.wikidata.org/entity/Q574,Timor-Leste,Female,117
http://www.wikidata.org/entity/Q574,Timor-Leste,Unknown / not stated,11
http://www.wikidata.org/entity/Q25305,British Virgin Islands,Female,2
http://www.wikidata.org/entity/Q25305,British Virgin Islands,Male,1
http://www.wikidata.org/entity/Q11703,United States Virgin Islands,Male,31
http://www.wikidata.org/entity/Q11703,United States Virgin Islands,Female,8
http://www.wikidata.org/entity/Q1246,Kosovo,Male,1305
http://www.wikidata.org/entity/Q1246,Kosovo,Female,303
http://www.wikidata.org/entity/Q1246,Kosovo,Unknown / not stated,109
http://www.wikidata.org/entity/Q23681,Northern Cyprus,Male,233
http://www.wikidata.org/entity/Q23681,Northern Cyprus,Female,39
http://www.wikidata.org/entity/Q23681,Northern Cyprus,Unknown / not stated,3
http://www.wikidata.org/entity/Q34754,Somaliland,Female,1
http://www.wikidata.org/entity/Q34754,Somaliland,Male,5
